 GW30948_IN	GW30948_OS	GW30948_OUT	GW30951_IN	GW30951_OS	GW30951_OUT	GW30956_IN	GW30956_OS	GW30956_OUT	GW30957_IN	GW30957_OS	GW30957_OUT	GW30959_IN	GW30959_OS	GW30959_OUT
scig1.0021291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021287	2	6	1	10	4	8	3	12	1	2	5	3	1	2	3
scig1.0021267	0	2	0	3	0	0	0	0	0	1	1	0	0	0	0
scig1.0021264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021260	0	0	0	3	3	0	0	1	1	2	4	0	3	0	0
scig1.0021235	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1
scig1.0021226	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0021218	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0021208	1	2	0	0	5	5	1	1	1	1	1	0	2	1	1
scig1.0026144	4	5	0	9	4	17	4	5	19	1	9	4	0	0	2
scig1.0021203	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0
scig1.0021181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021171	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0021146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020923	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0
scig1.0025225	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0
scig1.0020887	1	0	0	6	1	2	2	0	6	2	1	5	4	0	1
scig1.0020854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055120	0	0	0	1	0	2	2	1	0	0	0	0	0	0	0
scig1.0020785	0	0	0	1	6	12	0	0	1	15	0	2	4	2	2
scig1.0020765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0020738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020727	1	1	1	2	2	3	3	0	2	0	1	2	0	3	2
scig1.0020718	1	1	3	8	1	4	1	3	4	2	0	3	0	1	0
scig1.0020707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020636	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
scig1.0034122	0	0	0	2	1	2	0	0	0	0	2	2	0	0	0
scig1.0020597	2	1	0	4	1	7	2	0	2	0	3	2	2	1	2
scig1.0020586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020567	3	6	1	0	3	5	1	3	3	0	2	2	4	5	2
scig1.0020564	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0020563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0029196	17	4	32	72	24	117	28	13	34	74	3	101	45	16	20
scig1.0020548	0	0	0	2	0	0	1	0	1	2	0	0	0	0	0
scig1.0020531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020507	12	1	0	17	11	46	21	11	18	35	8	28	26	31	17
scig1.0020486	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0020481	6	0	7	158	3	235	3	0	24	12	7	12	6	2	4
scig1.0020466	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0020457	1	0	0	1	3	1	1	0	3	1	6	1	1	0	0
scig1.0020427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020393	58	43	16	189	82	265	68	62	76	89	38	70	66	41	48
scig1.0020388	3	0	2	5	1	9	2	1	2	5	0	3	2	0	3
scig1.0020371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020363	7	9	4	14	7	17	2	1	1	23	4	19	12	4	4
scig1.0020346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020340	10	0	7	19	3	23	5	14	7	0	5	0	4	1	3
scig1.0020307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020288	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0
scig1.0020280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020256	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
scig1.0020254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0068091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020206	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0
scig1.0020137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019955	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
scig1.0019949	0	0	0	0	1	0	0	2	1	0	0	1	1	0	0
scig1.0053007	0	0	0	2	0	5	1	0	0	0	0	1	1	0	0
scig1.0019919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019904	0	0	0	12	0	33	13	0	20	15	1	9	2	3	2
scig1.0019896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9000211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019880	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0019873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019862	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0019852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019837	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
scig1.0019817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019763	1	0	1	0	1	1	1	0	1	1	2	0	0	0	0
scig1.0019762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019752	0	0	0	0	3	1	0	3	0	0	0	0	1	2	0
scig1.0019727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019654	0	1	0	2	0	2	0	0	1	0	1	1	1	0	1
scig1.0019651	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0030853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019645	3278	943	517	2580	2116	5903	2677	1944	2438	3000	1287	2126	2432	1285	1650
scig1.0019583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019561	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0019558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019555	10	14	9	46	24	92	18	14	19	25	21	14	11	8	17
scig1.0019530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019526	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0
scig1.0019524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0069065	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
scig1.0019441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019432	0	2	0	5	4	7	0	4	5	0	3	1	0	3	2
scig1.0019421	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
scig1.0019413	0	3	0	7	4	5	3	3	1	1	2	4	4	1	0
scig1.0019364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019325	12	23	33	9	11	26	2	11	7	21	17	29	14	18	22
scig1.0019317	2	0	0	1	1	4	0	0	0	2	0	0	1	0	0
scig1.0019313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019234	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0019204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019182	4	2	4	14	15	40	7	5	5	36	43	75	22	28	43
scig1.0047010	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0019166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019113	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0
scig1.0019106	138	73	49	255	189	592	144	152	229	198	185	130	162	82	144
scig1.0019078	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1
scig1.0019061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019028	5	20	0	12	50	49	8	41	6	2	26	8	7	20	8
scig1.0019027	0	3	2	11	5	10	6	7	7	8	12	12	3	10	5
scig1.0019013	0	0	3	3	7	11	3	8	8	10	2	6	6	9	3
scig1.0019011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018984	1	0	1	1	0	0	0	0	0	0	0	1	3	1	4
scig1.0018931	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0
scig1.0018918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018912	0	0	0	4	0	8	1	1	3	0	0	0	0	0	0
scig1.0018878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018874	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0018823	1	1	0	1	0	4	0	0	0	0	1	0	0	0	2
scig1.0018819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018741	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
scig1.0018722	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0018709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018703	3	2	3	12	13	8	7	2	4	4	2	5	4	0	0
scig1.0018660	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0025714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018571	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0027097	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
scig1.0018556	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0018554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018531	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0018508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018439	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
scig1.0018438	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018374	0	2	0	1	1	1	2	0	1	0	2	0	0	2	1
scig1.0018339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018271	1	0	0	1	0	2	2	0	1	1	0	1	0	0	2
scig1.0018236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018197	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
scig1.0039206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034586	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0
scig1.0018194	0	3	0	0	0	9	0	0	0	4	0	0	0	0	1
scig1.0069872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018190	0	0	0	8	5	30	5	7	10	13	15	35	19	4	6
scig1.0018185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018152	0	0	0	6	3	2	2	4	4	0	2	2	0	0	2
scig1.0075910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018129	5	5	1	6	1	12	3	3	5	1	2	1	3	1	2
scig1.0018121	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0
scig1.0006283	145	61	28	206	149	355	136	168	174	183	86	106	163	95	83
scig1.0018118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018103	30	14	1	18	13	33	9	5	10	14	13	2	7	7	9
scig1.0035608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018083	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
scig1.0018048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018035	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0
scig1.0017991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017946	31	31	21	137	74	291	52	84	102	53	52	70	56	36	27
scig1.0017940	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0
scig1.0017921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057999	0	0	0	0	2	2	0	0	2	0	0	0	0	1	0
scig1.0017878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033825	0	0	0	0	1	0	1	1	2	0	0	0	1	0	1
scig1.0017844	0	0	0	0	0	6	0	0	1	0	0	0	0	0	1
scig1.0017819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017771	1	2	0	0	0	0	3	0	0	0	1	0	0	0	0
scig1.0017768	69	6	33	165	12	247	27	18	61	38	1	72	30	10	17
scig1.0017763	1	2	0	0	0	0	0	0	1	1	0	1	0	0	0
scig1.0017762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017744	15	1	1	19	3	61	0	8	8	4	1	0	2	0	2
scig1.0017743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017736	261	33	28	161	53	379	103	74	119	106	13	115	103	36	63
scig1.0017725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017713	4	5	6	33	11	56	22	11	29	9	12	13	18	9	9
scig1.0017712	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0017697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0062876	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
scig1.0017661	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0017655	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
scig1.0039216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056003	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0017639	1	0	0	0	0	0	2	1	2	0	0	0	0	0	2
scig1.0061698	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0017633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017632	0	0	0	3	1	2	0	2	1	0	0	2	0	0	1
scig1.0017604	2	2	1	1	2	0	0	2	1	1	0	5	2	2	1
scig1.0017574	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
scig1.0017551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017447	129	9	69	98	42	210	120	35	117	94	10	101	57	31	35
scig1.0017430	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0017429	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0017421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017419	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0
scig1.0059753	8	6	5	18	2	24	4	6	6	4	2	23	8	4	4
scig1.0017371	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0
scig1.0017341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017336	7	4	3	10	3	19	6	3	2	11	0	4	7	4	4
scig1.0017313	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0017311	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0017310	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
scig1.0030044	5364	883	939	2774	1599	6736	2298	1739	2178	2960	919	2574	2795	1178	2055
scig1.0017303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017281	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0
scig1.0017257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017230	1	6	1	18	8	9	7	10	17	2	4	10	4	3	8
scig1.0017187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017171	1	1	0	3	0	0	1	1	1	0	1	1	0	0	0
scig1.0017162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017146	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0017136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0027944	1	0	0	0	0	0	0	0	0	5	0	3	2	2	0
scig1.0017129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017124	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0017108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019608	17	8	4	25	11	53	14	8	22	4	15	15	8	11	4
scig1.0017103	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0017089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017063	0	0	0	2	1	2	0	0	0	1	0	0	0	0	0
scig1.0017055	3	1	3	0	0	0	1	0	0	0	0	1	2	0	7
scig1.0017050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017042	36	11	9	18	6	36	2	4	7	48	22	67	17	9	16
scig1.0017038	0	0	0	0	1	1	0	2	0	0	0	1	1	1	0
scig1.0017029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017008	1	0	0	1	1	2	1	1	0	0	0	0	0	0	2
scig1.0017007	9	1	1	16	6	9	15	1	12	9	1	6	3	3	5
scig1.0016998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016903	445	78	143	252	192	497	212	172	316	356	166	261	225	137	247
scig1.0016882	27	20	1	2	10	33	2	21	2	13	16	1	15	2	10
scig1.0016870	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1
scig1.0016822	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0016788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016763	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016762	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0
scig1.0016704	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
scig1.0016697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016688	1	0	1	4	4	8	2	22	7	7	0	13	2	4	6
scig1.0016684	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0016659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0000798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016621	0	7	6	9	7	4	0	0	7	2	4	8	6	7	1
scig1.0016585	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
scig1.0016558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016542	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016508	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0
scig1.0016488	1	3	2	18	7	30	8	8	6	24	2	9	12	4	5
scig1.0016487	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016456	3	0	2	5	0	5	0	0	5	2	0	1	1	1	1
scig1.0016450	2	0	1	1	0	1	1	0	2	1	1	6	2	1	1
scig1.0016433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016401	0	6	2	5	4	5	0	3	4	2	7	0	1	1	4
scig1.0016399	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0016378	13	36	7	46	41	73	29	41	45	20	55	25	8	17	11
scig1.0016353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0029375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016247	1	2	1	3	1	1	1	2	1	0	0	0	2	0	0
scig1.0016234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016150	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
scig1.0016134	1	0	0	1	1	0	0	0	3	1	0	1	0	0	2
scig1.0016120	4	3	1	12	7	19	8	3	4	6	2	13	4	5	8
scig1.0016113	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
scig1.0030262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050764	4	3	1	4	5	17	1	1	1	8	3	10	3	3	3
scig1.0016049	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0016004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
scig1.0016003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015996	0	3	2	1	1	0	1	4	0	1	1	2	0	0	0
scig1.0015987	0	1	0	0	0	3	0	0	1	0	0	0	0	0	1
scig1.0015974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015943	5	0	1	4	0	9	12	0	30	2	6	6	3	0	4
scig1.0015930	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0015904	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0015892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015890	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0015856	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0015842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015794	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
scig1.0015784	72	65	58	205	91	341	86	104	160	107	87	146	95	60	69
scig1.0015781	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
scig1.0015773	4	0	2	1	1	9	0	0	2	7	1	12	6	0	1
scig1.0064977	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
scig1.0015770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0024461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
